session_id,journey_sequence,session_length,event_1,event_2,event_3,event_4,event_5,event_6
5233,"frontpage, bbs, frontpage, bbs, bbs, bbs, frontpage, living, living, frontpage, bbs, frontpage",17,frontpage,bbs,frontpage,bbs,bbs,bbs
5234,"sports, sports, sports, sports, sports, sports, sports, sports, sports, sports, sports, sports",22,sports,sports,sports,sports,sports,sports
5235,"tech, tech, tech, tech, tech, tech, tech",7,tech,tech,tech,tech,tech,tech
5236,"tech, frontpage, news, news, news, news, news, news, news, local, on-air, news",15,tech,frontpage,news,news,news,news
5237,"misc, summary, summary, summary, summary, bbs, bbs, bbs, bbs",9,misc,summary,summary,summary,summary,bbs
5238,"weather, weather, weather, weather, weather, weather, weather, weather, weather",9,weather,weather,weather,weather,weather,weather
5239,"health, health, health, living, health",5,health,health,health,living,health,
5240,"on-air, frontpage, on-air, on-air, on-air, frontpage, on-air, frontpage, frontpage, frontpage, frontpage, on-air",33,on-air,frontpage,on-air,on-air,on-air,frontpage
5241,"health, weather",2,health,weather,,,,
5242,"local, local, local",3,local,local,local,,,
5243,"health, health, frontpage, sports, sports",5,health,health,frontpage,sports,sports,
5244,"tech, local",2,tech,local,,,,
5245,"on-air, tech",2,on-air,tech,,,,
5246,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
5247,"weather, weather, weather, weather, weather, weather, weather, frontpage, misc, misc, frontpage",11,weather,weather,weather,weather,weather,weather
5248,"bbs, bbs, bbs, bbs, bbs, bbs",6,bbs,bbs,bbs,bbs,bbs,bbs
5249,"health, health, local, local, health, health",6,health,health,local,local,health,health
5250,"on-air, bbs, bbs, bbs, bbs, bbs, on-air",7,on-air,bbs,bbs,bbs,bbs,bbs
5251,"frontpage, tech, tech, frontpage, business, frontpage, frontpage, news, news, frontpage, frontpage, frontpage",14,frontpage,tech,tech,frontpage,business,frontpage
5252,"weather, weather, health, weather",4,weather,weather,health,weather,,
5253,"frontpage, sports",2,frontpage,sports,,,,
5254,"frontpage, frontpage, business, on-air, frontpage, on-air, on-air, on-air",8,frontpage,frontpage,business,on-air,frontpage,on-air
5255,"on-air, on-air, on-air, local",4,on-air,on-air,on-air,local,,
5256,"summary, summary",2,summary,summary,,,,
5257,"tech, health, tech, tech",4,tech,health,tech,tech,,
5258,"weather, weather, weather, weather, weather",5,weather,weather,weather,weather,weather,
5259,"frontpage, news, news, news, news, frontpage, news",7,frontpage,news,news,news,news,frontpage
5260,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
5261,"news, news, news, news",4,news,news,news,news,,
5262,"sports, sports, sports, sports, sports, sports",6,sports,sports,sports,sports,sports,sports
5263,"frontpage, tech",2,frontpage,tech,,,,
5264,"tech, tech",2,tech,tech,,,,
5265,"sports, sports, sports, sports",4,sports,sports,sports,sports,,
5266,"frontpage, news, news",3,frontpage,news,news,,,
5267,"news, news",2,news,news,,,,
5268,"news, sports, sports, sports, sports",5,news,sports,sports,sports,sports,
5269,"bbs, frontpage, bbs, bbs, bbs, bbs",6,bbs,frontpage,bbs,bbs,bbs,bbs
5270,"local, summary",2,local,summary,,,,
5271,"frontpage, on-air, sports, frontpage, frontpage",5,frontpage,on-air,sports,frontpage,frontpage,
5272,"frontpage, frontpage, frontpage, frontpage",4,frontpage,frontpage,frontpage,frontpage,,
5273,"bbs, bbs",2,bbs,bbs,,,,
5274,"local, tech, local, sports",4,local,tech,local,sports,,
5275,"frontpage, frontpage, news, frontpage, misc, misc, local",7,frontpage,frontpage,news,frontpage,misc,misc
5276,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
5277,"on-air, travel, living, travel, business, local, local",7,on-air,travel,living,travel,business,local
5278,"frontpage, frontpage, frontpage, frontpage, frontpage",5,frontpage,frontpage,frontpage,frontpage,frontpage,
5279,"on-air, misc, misc, misc, on-air",5,on-air,misc,misc,misc,on-air,
5280,"frontpage, business, frontpage, news, news, misc, frontpage, misc, frontpage, tech",10,frontpage,business,frontpage,news,news,misc
5281,"health, health, health",3,health,health,health,,,
5282,"frontpage, frontpage, frontpage, frontpage",4,frontpage,frontpage,frontpage,frontpage,,
5283,"weather, weather, news, weather",4,weather,weather,news,weather,,
5284,"frontpage, news, news, news, living, living, health",7,frontpage,news,news,news,living,living
5285,"summary, summary",2,summary,summary,,,,
5286,"living, living, sports, sports, sports, sports, living, living",8,living,living,sports,sports,sports,sports
5287,"weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, opinion, weather",16,weather,weather,weather,weather,weather,weather
5288,"frontpage, frontpage, on-air, on-air, on-air",5,frontpage,frontpage,on-air,on-air,on-air,
5289,"weather, weather, weather, weather, weather, weather, weather",7,weather,weather,weather,weather,weather,weather
5290,"frontpage, frontpage, tech, bbs, bbs, bbs, frontpage, sports, frontpage, frontpage, frontpage, living",12,frontpage,frontpage,tech,bbs,bbs,bbs
5291,"frontpage, news, business, news, frontpage, living",6,frontpage,news,business,news,frontpage,living
5292,"news, news",2,news,news,,,,
5293,"opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion",25,opinion,opinion,opinion,opinion,opinion,opinion
5294,"local, local, health, on-air, health, health",6,local,local,health,on-air,health,health
5295,"news, news, opinion, opinion",4,news,news,opinion,opinion,,
5296,"frontpage, frontpage",2,frontpage,frontpage,,,,
5297,"summary, summary, summary, summary, summary",5,summary,summary,summary,summary,summary,
5298,"local, frontpage, frontpage, business, frontpage, local, frontpage, on-air, frontpage, news, frontpage, frontpage",18,local,frontpage,frontpage,business,frontpage,local
5299,"local, local, local, local, local, local, local, local, local, local, local, local",22,local,local,local,local,local,local
5300,"summary, summary, frontpage, misc, misc, frontpage",6,summary,summary,frontpage,misc,misc,frontpage
5301,"health, misc, misc, health, frontpage, on-air, on-air, misc, local, misc, local, local",13,health,misc,misc,health,frontpage,on-air
5302,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
5303,"on-air, travel, living, living, living, travel, on-air",7,on-air,travel,living,living,living,travel
5304,"news, news",2,news,news,,,,
5305,"bbs, bbs, bbs",3,bbs,bbs,bbs,,,
5306,"news, sports",2,news,sports,,,,
5307,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
5308,"news, news, news, news",4,news,news,news,news,,
5309,"on-air, misc, misc, on-air, misc",5,on-air,misc,misc,on-air,misc,
5310,"frontpage, sports, frontpage, business, frontpage, bbs, bbs, bbs, frontpage, local, frontpage, local",23,frontpage,sports,frontpage,business,frontpage,bbs
5311,"frontpage, frontpage, frontpage, frontpage",4,frontpage,frontpage,frontpage,frontpage,,
5312,"summary, bbs, bbs, bbs, bbs, bbs, bbs",7,summary,bbs,bbs,bbs,bbs,bbs
5313,"bbs, bbs, bbs",3,bbs,bbs,bbs,,,
5314,"news, news, news",3,news,news,news,,,
5315,"bbs, bbs, sports, sports, bbs, msn-news, msn-news, msn-news, msn-news, msn-news, msn-news, msn-news",21,bbs,bbs,sports,sports,bbs,msn-news
5316,"summary, summary",2,summary,summary,,,,
5317,"weather, weather, frontpage, weather, weather, frontpage, weather, frontpage, weather, frontpage, weather, weather",23,weather,weather,frontpage,weather,weather,frontpage
5318,"summary, misc, summary, misc, misc, misc, summary, bbs, bbs",9,summary,misc,summary,misc,misc,misc
5319,"weather, weather, weather, weather, weather",5,weather,weather,weather,weather,weather,
5320,"on-air, bbs",2,on-air,bbs,,,,
5321,"frontpage, frontpage, msn-sports, news, news, tech, sports, sports, frontpage, frontpage, news, news",13,frontpage,frontpage,msn-sports,news,news,tech
5322,"frontpage, frontpage, frontpage, frontpage, frontpage",5,frontpage,frontpage,frontpage,frontpage,frontpage,
5323,"health, sports, sports, health, sports, sports, sports, sports, summary, bbs, bbs, bbs",19,health,sports,sports,health,sports,sports
5324,"health, health, weather, weather, weather, weather, weather, living, living",9,health,health,weather,weather,weather,weather
5325,"weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather",11,weather,weather,weather,weather,weather,weather
5326,"local, bbs, bbs, bbs, local, local, misc",7,local,bbs,bbs,bbs,local,local
5327,"frontpage, living, living, living, living, living, living, living, living",9,frontpage,living,living,living,living,living
5328,"weather, weather, frontpage, weather, frontpage, weather, weather, frontpage, frontpage, news, frontpage, frontpage",12,weather,weather,frontpage,weather,frontpage,weather
5329,"frontpage, sports",2,frontpage,sports,,,,
5330,"living, on-air, local, opinion, opinion",5,living,on-air,local,opinion,opinion,
5331,"frontpage, news, news, on-air, on-air, travel, on-air, travel, business, business, travel, news",18,frontpage,news,news,on-air,on-air,travel
5332,"news, news, news, news, news, news, news",7,news,news,news,news,news,news
5333,"frontpage, tech, frontpage",3,frontpage,tech,frontpage,,,
5334,"bbs, bbs",2,bbs,bbs,,,,
5335,"weather, weather, weather, weather, weather, weather, weather, weather, weather",9,weather,weather,weather,weather,weather,weather
5336,"bbs, bbs",2,bbs,bbs,,,,
5337,"news, travel, opinion, travel",4,news,travel,opinion,travel,,
5338,"summary, summary, summary",3,summary,summary,summary,,,
5339,"on-air, tech, tech, tech, tech, frontpage, local",7,on-air,tech,tech,tech,tech,frontpage
5340,"news, news",2,news,news,,,,
5341,"summary, summary",2,summary,summary,,,,
5342,"news, news, business, business, business, business, business, business, business, business, news, opinion",15,news,news,business,business,business,business
5343,"local, local, local, local, local",5,local,local,local,local,local,
5344,"news, tech",2,news,tech,,,,
5345,"frontpage, news, living, bbs, frontpage, sports, frontpage, frontpage, frontpage, bbs, bbs, bbs",12,frontpage,news,living,bbs,frontpage,sports
5346,"msn-sports, frontpage, frontpage, local, frontpage, bbs, frontpage, sports",8,msn-sports,frontpage,frontpage,local,frontpage,bbs
5347,"frontpage, frontpage, frontpage, frontpage, bbs, bbs, frontpage, frontpage, frontpage, frontpage",10,frontpage,frontpage,frontpage,frontpage,bbs,bbs
5348,"frontpage, frontpage",2,frontpage,frontpage,,,,
5349,"on-air, on-air, health, summary, bbs, summary, summary, health, sports, bbs, bbs, summary",13,on-air,on-air,health,summary,bbs,summary
5350,"on-air, summary, misc, summary, summary, summary, summary, summary, summary, summary, summary",11,on-air,summary,misc,summary,summary,summary
5351,"frontpage, news, news, news, news",5,frontpage,news,news,news,news,
5352,"frontpage, frontpage, tech, on-air, tech, tech, tech, tech, tech, tech, summary, summary",13,frontpage,frontpage,tech,on-air,tech,tech
5353,"frontpage, summary",2,frontpage,summary,,,,
5354,"frontpage, tech, tech, tech, frontpage, news, news",7,frontpage,tech,tech,tech,frontpage,news
5355,"tech, tech",2,tech,tech,,,,
5356,"news, news",2,news,news,,,,
5357,"on-air, on-air",2,on-air,on-air,,,,
5358,"on-air, on-air, on-air",3,on-air,on-air,on-air,,,
5359,"summary, summary, health, summary, summary, summary, summary",7,summary,summary,health,summary,summary,summary
5360,"frontpage, news",2,frontpage,news,,,,
5361,"frontpage, frontpage",2,frontpage,frontpage,,,,
5362,"frontpage, msn-sports, tech, tech, frontpage, frontpage, frontpage, frontpage, sports, frontpage, frontpage, frontpage",12,frontpage,msn-sports,tech,tech,frontpage,frontpage
5363,"summary, summary, summary",3,summary,summary,summary,,,
5364,"health, frontpage, misc, health, frontpage, sports",6,health,frontpage,misc,health,frontpage,sports
5365,"bbs, bbs, sports",3,bbs,bbs,sports,,,
5366,"health, frontpage, sports, sports, tech, tech, tech, tech",8,health,frontpage,sports,sports,tech,tech
5367,"weather, weather, weather, weather, weather, weather",6,weather,weather,weather,weather,weather,weather
5368,"tech, bbs",2,tech,bbs,,,,
5369,"local, local",2,local,local,,,,
5370,"health, health, health, local, local, health, health, health",8,health,health,health,local,local,health
5371,"on-air, travel, on-air, on-air, on-air, travel, on-air",7,on-air,travel,on-air,on-air,on-air,travel
5372,"health, misc, health, misc, misc, frontpage, weather, weather",8,health,misc,health,misc,misc,frontpage
5373,"opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion",8,opinion,opinion,opinion,opinion,opinion,opinion
5374,"weather, weather, weather, weather",4,weather,weather,weather,weather,,
5375,"local, on-air, health, health, health",5,local,on-air,health,health,health,
5376,"bbs, business",2,bbs,business,,,,
5377,"frontpage, on-air, on-air, on-air, news",5,frontpage,on-air,on-air,on-air,news,
5378,"bbs, bbs, bbs, bbs, bbs, bbs, bbs, bbs, local",9,bbs,bbs,bbs,bbs,bbs,bbs
5379,"sports, bbs",2,sports,bbs,,,,
5380,"frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage",8,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
5381,"local, local, local, local, local, local, local, local, local, local, local, local",13,local,local,local,local,local,local
5382,"health, misc, health, health",4,health,misc,health,health,,
5383,"summary, summary, misc, summary, summary, bbs, bbs, bbs, on-air, travel, bbs",11,summary,summary,misc,summary,summary,bbs
5384,"on-air, misc, misc, misc, on-air, misc, on-air",7,on-air,misc,misc,misc,on-air,misc
5385,"on-air, bbs",2,on-air,bbs,,,,
5386,"frontpage, local, tech, frontpage, travel, travel, tech, frontpage, local, local, local, local",14,frontpage,local,tech,frontpage,travel,travel
5387,"weather, weather, weather, weather, weather, weather, weather, sports",8,weather,weather,weather,weather,weather,weather
5388,"tech, living, living",3,tech,living,living,,,
5389,"health, misc, health",3,health,misc,health,,,
5390,"on-air, weather, weather",3,on-air,weather,weather,,,
5391,"news, weather",2,news,weather,,,,
5392,"weather, frontpage, frontpage, news, news, news, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage",30,weather,frontpage,frontpage,news,news,news
5393,"weather, weather, weather, weather, weather, weather, weather",7,weather,weather,weather,weather,weather,weather
5394,"on-air, misc, misc, misc, on-air, misc, on-air, on-air",8,on-air,misc,misc,misc,on-air,misc
5395,"health, local, local, local, local, local, local, local, health, health, local",11,health,local,local,local,local,local
5396,"misc, health, health",3,misc,health,health,,,
5397,"health, summary, local, local, health, opinion, opinion, opinion, business, bbs, bbs, bbs",62,health,summary,local,local,health,opinion
5398,"frontpage, opinion, opinion, bbs, bbs, bbs, bbs, bbs",8,frontpage,opinion,opinion,bbs,bbs,bbs
5399,"frontpage, business, business, business, business, on-air",6,frontpage,business,business,business,business,on-air
5400,"sports, sports",2,sports,sports,,,,
5401,"on-air, on-air",2,on-air,on-air,,,,
5402,"health, health, health, health",4,health,health,health,health,,
5403,"summary, bbs, summary, bbs, bbs, bbs, summary",7,summary,bbs,summary,bbs,bbs,bbs
5404,"local, local, local, local, local, local, local, local, local, local, local, health",14,local,local,local,local,local,local
5405,"health, health, health, health, health, health, health, health, health, summary, misc, summary",15,health,health,health,health,health,health
5406,"frontpage, frontpage, sports, misc, misc, misc, misc, misc",8,frontpage,frontpage,sports,misc,misc,misc
5407,"on-air, on-air",2,on-air,on-air,,,,
5408,"travel, news, news, travel, local, misc, travel, sports, sports, sports, news",11,travel,news,news,travel,local,misc
5409,"frontpage, frontpage, frontpage, frontpage, news, local, frontpage, frontpage, news",9,frontpage,frontpage,frontpage,frontpage,news,local
5410,"summary, bbs, bbs, bbs, bbs, bbs, bbs, bbs",8,summary,bbs,bbs,bbs,bbs,bbs
5411,"frontpage, travel",2,frontpage,travel,,,,
5412,"local, local, local",3,local,local,local,,,
5413,"bbs, bbs, bbs",3,bbs,bbs,bbs,,,
5414,"business, summary, summary, bbs, bbs, summary",6,business,summary,summary,bbs,bbs,summary
5415,"summary, bbs, local, local, local, local, local, local, local, local, local, local",15,summary,bbs,local,local,local,local
5416,"on-air, bbs, bbs, bbs",4,on-air,bbs,bbs,bbs,,
5417,"summary, summary, summary, bbs, summary, misc, misc, summary, summary, summary, summary",11,summary,summary,summary,bbs,summary,misc
5418,"tech, tech, local, tech, tech, news, opinion, opinion",8,tech,tech,local,tech,tech,news
5419,"local, local, health, health, health, on-air",6,local,local,health,health,health,on-air
5420,"frontpage, business, frontpage, living, frontpage",5,frontpage,business,frontpage,living,frontpage,
5421,"on-air, misc, misc, misc, on-air, weather, weather",7,on-air,misc,misc,misc,on-air,weather
5422,"on-air, on-air",2,on-air,on-air,,,,
5423,"frontpage, frontpage, frontpage, frontpage, frontpage",5,frontpage,frontpage,frontpage,frontpage,frontpage,
5424,"summary, summary",2,summary,summary,,,,
5425,"on-air, on-air, on-air, on-air",4,on-air,on-air,on-air,on-air,,
5426,"bbs, bbs, bbs, frontpage",4,bbs,bbs,bbs,frontpage,,
5427,"on-air, bbs, bbs, bbs, bbs, bbs, bbs, bbs, frontpage, business, news, news",13,on-air,bbs,bbs,bbs,bbs,bbs
5428,"on-air, local",2,on-air,local,,,,
5429,"local, local",2,local,local,,,,
5430,"tech, frontpage",2,tech,frontpage,,,,
5431,"local, local, local, local, local, summary, summary, summary, summary, summary, summary, summary",12,local,local,local,local,local,summary
5432,"frontpage, frontpage",2,frontpage,frontpage,,,,
5433,"frontpage, sports",2,frontpage,sports,,,,
5434,"tech, tech, tech",3,tech,tech,tech,,,
5435,"frontpage, news, news, news, frontpage, on-air, frontpage, misc, misc, frontpage, on-air, on-air",12,frontpage,news,news,news,frontpage,on-air
5436,"summary, summary, summary, summary, summary",5,summary,summary,summary,summary,summary,
5437,"sports, health, health, health, health, health, tech, health",8,sports,health,health,health,health,health
5438,"health, local, local, local, living",5,health,local,local,local,living,
5439,"summary, misc, misc, summary, bbs",5,summary,misc,misc,summary,bbs,
5440,"tech, news, living, living, living, local",6,tech,news,living,living,living,local
5441,"on-air, tech",2,on-air,tech,,,,
5442,"local, weather",2,local,weather,,,,
5443,"frontpage, on-air, on-air, frontpage",4,frontpage,on-air,on-air,frontpage,,
5444,"frontpage, frontpage, news, news, tech",5,frontpage,frontpage,news,news,tech,
5445,"frontpage, local, news, news, travel, on-air, news, travel, opinion, frontpage, on-air, on-air",29,frontpage,local,news,news,travel,on-air
5446,"weather, sports, weather, business, weather",5,weather,sports,weather,business,weather,
5447,"misc, local, local, misc, local",5,misc,local,local,misc,local,
5448,"frontpage, business, frontpage, news, frontpage, frontpage, local, misc, sports, sports",10,frontpage,business,frontpage,news,frontpage,frontpage
5449,"weather, weather",2,weather,weather,,,,
5450,"local, local",2,local,local,,,,
5451,"weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather",22,weather,weather,weather,weather,weather,weather
5452,"bbs, local, summary, bbs",4,bbs,local,summary,bbs,,
5453,"frontpage, frontpage, frontpage, frontpage, frontpage, frontpage",6,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
5454,"weather, weather, news, news, local",5,weather,weather,news,news,local,
5455,"frontpage, frontpage, business, news, frontpage, local, frontpage, misc, business, local",10,frontpage,frontpage,business,news,frontpage,local
5456,"frontpage, living",2,frontpage,living,,,,
5457,"local, news, news, bbs, local, local, local, local, local",9,local,news,news,bbs,local,local
5458,"frontpage, news, frontpage, news, news",5,frontpage,news,frontpage,news,news,
5459,"weather, news",2,weather,news,,,,
5460,"frontpage, frontpage, living, frontpage, business, frontpage, frontpage, sports, frontpage, frontpage",10,frontpage,frontpage,living,frontpage,business,frontpage
5461,"on-air, business, business, on-air, business",5,on-air,business,business,on-air,business,
5462,"on-air, travel, misc, misc, misc, on-air",6,on-air,travel,misc,misc,misc,on-air
5463,"local, local, local, local, local, local, local, local, local, local, local, local",26,local,local,local,local,local,local
5464,"tech, frontpage, frontpage, frontpage, frontpage",5,tech,frontpage,frontpage,frontpage,frontpage,
5465,"on-air, misc, misc, misc, on-air, weather, weather, weather, weather, weather, weather, weather",16,on-air,misc,misc,misc,on-air,weather
5466,"weather, weather, weather, weather",4,weather,weather,weather,weather,,
5467,"health, health, health",3,health,health,health,,,
5468,"on-air, on-air",2,on-air,on-air,,,,
5469,"news, travel, living, travel",4,news,travel,living,travel,,
5470,"frontpage, local, local, local, frontpage, local, local, local, local, local, local, local",17,frontpage,local,local,local,frontpage,local
5471,"sports, weather, sports",3,sports,weather,sports,,,
5472,"frontpage, news",2,frontpage,news,,,,
5473,"bbs, bbs",2,bbs,bbs,,,,
5474,"frontpage, frontpage, misc, misc, frontpage",5,frontpage,frontpage,misc,misc,frontpage,
5475,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
5476,"summary, summary, summary",3,summary,summary,summary,,,
5477,"on-air, health",2,on-air,health,,,,
5478,"weather, local, local, local, local",5,weather,local,local,local,local,
5479,"sports, misc, misc, misc, misc, misc",6,sports,misc,misc,misc,misc,misc
5480,"weather, weather, weather, weather, weather",5,weather,weather,weather,weather,weather,
5481,"on-air, sports",2,on-air,sports,,,,
5482,"news, news, news, sports",4,news,news,news,sports,,
5483,"msn-news, msn-news, msn-news",3,msn-news,msn-news,msn-news,,,
5484,"news, tech, tech, tech",4,news,tech,tech,tech,,
5485,"sports, sports, sports, sports",4,sports,sports,sports,sports,,
5486,"weather, weather, weather, weather, weather, weather, weather, weather",8,weather,weather,weather,weather,weather,weather
5487,"travel, travel",2,travel,travel,,,,
5488,"tech, tech",2,tech,tech,,,,
5489,"on-air, on-air",2,on-air,on-air,,,,
5490,"summary, bbs, bbs, summary, bbs, bbs, bbs, bbs, bbs, bbs, bbs, frontpage",25,summary,bbs,bbs,summary,bbs,bbs
5491,"bbs, bbs, bbs, bbs, bbs, bbs, bbs, bbs, bbs",9,bbs,bbs,bbs,bbs,bbs,bbs
5492,"travel, sports, sports, travel, sports, news, news, news, travel, travel, travel, travel",12,travel,sports,sports,travel,sports,news
5493,"frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, on-air",10,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
5494,"news, opinion, opinion, bbs, bbs, bbs, bbs, news, news, news, news, misc",13,news,opinion,opinion,bbs,bbs,bbs
5495,"weather, weather, news, weather, weather, weather",6,weather,weather,news,weather,weather,weather
5496,"sports, news, news, bbs, bbs, bbs, on-air, business, sports, sports, bbs, living",13,sports,news,news,bbs,bbs,bbs
5497,"local, local, local, local, local, local, local, local, local, local, local, local",24,local,local,local,local,local,local
5498,"bbs, bbs, bbs, bbs, bbs",5,bbs,bbs,bbs,bbs,bbs,
5499,"local, local, local, local",4,local,local,local,local,,
5500,"opinion, opinion, opinion, opinion",4,opinion,opinion,opinion,opinion,,
5501,"sports, sports",2,sports,sports,,,,
5502,"bbs, bbs",2,bbs,bbs,,,,
5503,"frontpage, on-air, frontpage",3,frontpage,on-air,frontpage,,,
5504,"business, business, business",3,business,business,business,,,
5505,"news, travel, frontpage, local",4,news,travel,frontpage,local,,
5506,"weather, weather, weather, weather, weather",5,weather,weather,weather,weather,weather,
5507,"local, on-air, health",3,local,on-air,health,,,
5508,"sports, health, health, living, business, opinion, opinion, on-air, news, on-air, news, opinion",25,sports,health,health,living,business,opinion
5509,"health, health, frontpage, frontpage, misc, local, local, misc, local, local, news, news",16,health,health,frontpage,frontpage,misc,local
5510,"on-air, opinion, opinion, opinion",4,on-air,opinion,opinion,opinion,,
5511,"summary, summary, summary, summary, summary, bbs, bbs, bbs",8,summary,summary,summary,summary,summary,bbs
5512,"on-air, on-air, on-air, misc, misc, on-air, misc",7,on-air,on-air,on-air,misc,misc,on-air
5513,"sports, sports",2,sports,sports,,,,
5514,"local, local, local, local, local, local, local, local, local, local, local, local",23,local,local,local,local,local,local
5515,"health, local, bbs, local, health, health, health, health, health",9,health,local,bbs,local,health,health
5516,"news, news, news",3,news,news,news,,,
5517,"on-air, on-air, health, health, health, health, frontpage, misc, local, local, local, health",12,on-air,on-air,health,health,health,health
5518,"health, business",2,health,business,,,,
5519,"health, health, health",3,health,health,health,,,
5520,"frontpage, news, news",3,frontpage,news,news,,,
5521,"tech, on-air, on-air, misc, misc, misc, on-air, misc, on-air",9,tech,on-air,on-air,misc,misc,misc
5522,"frontpage, on-air",2,frontpage,on-air,,,,
5523,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
5524,"summary, misc, summary, summary, summary",5,summary,misc,summary,summary,summary,
5525,"weather, weather, weather, weather, weather",5,weather,weather,weather,weather,weather,
5526,"tech, local, local, local",4,tech,local,local,local,,
5527,"local, local, bbs, bbs",4,local,local,bbs,bbs,,
5528,"frontpage, bbs, bbs, bbs, bbs, bbs, bbs, bbs",8,frontpage,bbs,bbs,bbs,bbs,bbs
5529,"business, business, news",3,business,business,news,,,
5530,"frontpage, misc, misc, misc, misc, frontpage, frontpage",7,frontpage,misc,misc,misc,misc,frontpage
5531,"on-air, on-air",2,on-air,on-air,,,,
5532,"summary, summary, summary",3,summary,summary,summary,,,
5533,"tech, weather, health, opinion, opinion, opinion, opinion, opinion, opinion, opinion, health, local",15,tech,weather,health,opinion,opinion,opinion
5534,"summary, summary, summary",3,summary,summary,summary,,,
5535,"on-air, on-air",2,on-air,on-air,,,,
5536,"frontpage, on-air, on-air, on-air, on-air",5,frontpage,on-air,on-air,on-air,on-air,
5537,"local, local, local, bbs",4,local,local,local,bbs,,
5538,"frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage",14,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
5539,"frontpage, news, news, tech, news, news",6,frontpage,news,news,tech,news,news
5540,"frontpage, bbs, tech, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion",14,frontpage,bbs,tech,opinion,opinion,opinion
5541,"summary, misc, misc, summary, summary",5,summary,misc,misc,summary,summary,
5542,"weather, weather",2,weather,weather,,,,
5543,"local, sports",2,local,sports,,,,
5544,"frontpage, weather, weather, news",4,frontpage,weather,weather,news,,
5545,"bbs, bbs, bbs, frontpage, opinion, opinion, travel, frontpage",8,bbs,bbs,bbs,frontpage,opinion,opinion
5546,"frontpage, business, frontpage, news",4,frontpage,business,frontpage,news,,
5547,"news, news, news, news, news",5,news,news,news,news,news,
5548,"sports, frontpage, news, news, travel, business, travel",7,sports,frontpage,news,news,travel,business
5549,"health, health",2,health,health,,,,
5550,"frontpage, business, frontpage, frontpage, tech, tech, tech",7,frontpage,business,frontpage,frontpage,tech,tech
5551,"frontpage, frontpage",2,frontpage,frontpage,,,,
5552,"bbs, local, local",3,bbs,local,local,,,
5553,"summary, summary, summary, health, health, health, health, tech, tech, business, business, business",27,summary,summary,summary,health,health,health
5554,"on-air, on-air",2,on-air,on-air,,,,
5555,"on-air, on-air",2,on-air,on-air,,,,
5556,"sports, sports",2,sports,sports,,,,
5557,"on-air, travel, tech, business",4,on-air,travel,tech,business,,
5558,"health, business, health",3,health,business,health,,,
5559,"health, summary, misc, summary, health, tech",6,health,summary,misc,summary,health,tech
5560,"frontpage, local, news, travel",4,frontpage,local,news,travel,,
5561,"health, health",2,health,health,,,,
5562,"frontpage, bbs",2,frontpage,bbs,,,,
5563,"on-air, on-air",2,on-air,on-air,,,,
5564,"local, local",2,local,local,,,,
5565,"news, news, local, bbs, bbs, bbs, bbs, bbs, bbs, bbs",10,news,news,local,bbs,bbs,bbs
5566,"weather, weather, weather, weather, weather, weather, weather",7,weather,weather,weather,weather,weather,weather
5567,"frontpage, frontpage",2,frontpage,frontpage,,,,
5568,"frontpage, frontpage, frontpage, frontpage, news, frontpage",6,frontpage,frontpage,frontpage,frontpage,news,frontpage
5569,"frontpage, on-air, frontpage, on-air, frontpage, on-air, on-air, on-air",8,frontpage,on-air,frontpage,on-air,frontpage,on-air
5570,"weather, weather",2,weather,weather,,,,
5571,"local, local, local, local, local, local, local, local, local, local, local, local",14,local,local,local,local,local,local
5572,"frontpage, on-air, on-air, living, tech, frontpage, frontpage, on-air, frontpage, frontpage, on-air, living",15,frontpage,on-air,on-air,living,tech,frontpage
5573,"on-air, travel, on-air, on-air, on-air, frontpage, on-air, on-air, on-air, frontpage, tech, tech",12,on-air,travel,on-air,on-air,on-air,frontpage
5574,"on-air, on-air, on-air, on-air, on-air",5,on-air,on-air,on-air,on-air,on-air,
